@relation toclassify

@attribute classPol {0,4}
@attribute text String

@data
0,'  that is stupid  where are you looking'
0,' Like damn how your background looking all types of trash literally & you had the nerve to have a dirty mirror on top of that '
0,'  why won\'t you snap me '
0,'  pardon '
0,'  now I really want to be at Coachella '
0,'   /hugs'
0,'   \' we all pray for speedy recovery  Warriors '
0,' I wonder if my uncle and I would have been close He\'d be 56 this year Died before I could really remember who he was '
0,' my head is freaking pounding bro '
0,' Sorry  '
0,'  thank God I thought it was just me Your mother sent me a friend request on Facebook I accepted Then she unfriended me '
0,' I hate it when i dont notice i open msges  i feel so bad when i notice hrs later '
0,' Devastated for Curry '
0,'  fish yeah it\'s a normal day for me  I work 50 hours a week every week'
0,' british fans are so lucky while i\'m stuck here in brazil with no mcfly '
0,'  what goes around comes around '
0,'  NOTICE ME  I LOVE YOU'
0,' Yikes definitely going slow today   Kapstone Container in Spanish Fork UT '
0,'  true '
0,'  noo  they\'re making us turn our phones off before we go inside'
0,' Still get sad thinking about moving house soon prinks will never be the same again '
0,'  but Kenna '
0,' Lool I\'m just avoiding work '
0,'  she was but Dexter loved her so much '
0,' I feel sad every time I see a dog on the street by itself I just want to take them all home '
0,'  i love stellar a lot and they deserve so much more than they get'
0,' Never been treated like this before '
0,'  I can\'t I\'m stuck working a 2 30-6 30 '
0,' courtney '
0,'  you mar omg it\'s getting so intense I need to catch up '
0,'  IM HAVING HORRIBLE FLASHBACKS TO THE SLY POSTING PHASE MAKE IT GO AWAY PLEASE '
0,' also I\'ve never been to any concert in my life and I want yours to be my first like please acknowledge me '
0,' missing out on babe club movie & pizza night because of my midterm tomorrow morning '
0,' I\'m here too  '
0,'  I really would if I could right now '
0,'  when will they release a new album I wanna see them live '
0,' I miss the old radio show so so much and I\'m gonna miss this one as well '
0,' the struggle of wanting to buy all of Sephora but also wanting a baller car< '
0,'   I was blocked by him idk why '
0,' I miss my teacher '
0,'   MLG   but it\'s my day off  but okay'
0,' And the burrito that I drunkingly bought for myself ended up having cheese in it so I cried and threw it away '
0,'  tell me we still see each other in june because I am so fed up right now '
0,'   Poly'
0,' I\'m So hungry all I have ate today was toast and an apple at 1 30 pm '
0,' Snaps wont load '
0,'  too bad he always showed tits on stream  i typed tots at first and it is also accurate'
0,' van a tocar little joanna en vivo  y down goes another one  y y y toDAS  '
0,' I\'m  No 1 fan on   FamousAF '
0,' I have at least 2 post and i have to wait til tomorrow to get it  i\'m guessing it\'s Clerks 2 blu ray and Sims 2 Gamecube'
0,' You are having fun on my sadness hasbunallah wa nemall waqeell ya Rabb '
0,'  lillie bro no  no trailer and I don\'t have any place to school Fancy at home so he he\'s pretty much just having to chill until I can'
0,' Aww I love you baby  '
0,'  Yeah he punched Yacob off the ball could cost us in the last 3 games I meant '
0,' I already miss them so much  '
0,'    the dreads also come to mind '
0,'  i know my life\'s a mess  i should get it checked'
0,'  aww  no your not'
0,'  Good to hear that at least Sorry that happend  <3'
0,'  oh no  more trips to wifi civilisation called for then  swap wifi for Dave bacon'
0,' Dmv is the death of me '
0,' U even look cheap  hshah'
0,' Oh barb  '
0,'  mcfly pls come 2 belfast  '
0,'  I want you  ??'
0,'  sorry to gear that lilly  -/'
0,'  fans have pranked shawn his album was leaked and he looked so scared its horrible  go look  my previous quote'
0,' Poor baby this is so horrible  '
0,' Tweetdeck me odia '
0,'  come to France soon '
0,' In my privacy and location settings it says it\'s off for my camera but my photos have geodata >  Stop iPhones I\'ll deal with that later'
0,'  YES and they were pretty pricy too and I\'m like  I honestly hope they do more shows in the future ? I honestly think so'
0,'  you didn\'t meet me  The next time You need to come to Spain'
0,' I\'M SAD  '
0,' It\'s too long to wait  '
0,'  nannerr I miss you all too '
0,'  no  why you live over there now right'
0,' man tomorrow I got band practice after school '
0,'  esther why you sad '
0,'  I was hyped for the stream man '
0,' Someone ate my Caesar salad '
0,' why is no one playing on   '
0,'  i cant go '
0,'  no you finished my pasta '
0,'  FORENSICS   A DISTINCT POSSIBILITY '
0,' Anne  '
0,' I am the illest '
0,'  What are you doing to me - Sky Atlantic HD is literally the only channel on my sky box that\'s down  GameofThrones'
0,'  so true '
0,' FFS I should be wachin the gaffer Noely G an singing Live Forever word for word instead am wachin shit telly with a sling on my arm '
0,' Salty Edwin is not a good Edwin '
0,'  aw Jonas don\'t be sad I don\'t like it when you\'re sad  It makes me upset'
0,'  This STRLAUGH im kinda tired tho but im too lazy to go to bed I always have that problem lol '
0,' Too tired n fed up  only Monday'
0,'   it\'s cool dude'
0,' Can I please talk to you Please '
0,' I\'m so unprepared for my bio practical tomorrow '
0,'  and literally I went expecting art and the girl had this super revealing outfit on QAQ its sad '
0,' SaveCaskett and cancel Castle while there is time '
0,'  rahil you don\'t '
0,'  will Brazil see you next year Ash '
0,'  Nope He used to enjoy the shipping stuff and now the jerks have ruined it '
0,'  I did on both sides They both died in the late 80s / early 90s '
0,' Finito shameless '
0,' Fuck sake Mcfly I cannot afford to travel you dickheads '
0,' Aww man  '
0,'  Whaat Oh non '
0,' I haven\'t slept and I have to present my mini movie  6 '
0,'  i blame u for getting me into kpop this is all your fault > '
0,' peoplecometomefor my dog '
0,'  but I like your videos '
0,' I hate being sick everything I eat I vomit I also have an ear infection that is very painful I\'m gonna die '
0,'  aw no clo what did he say '
0,'  You say necessary but in my experience this seems to be an optional skill in most studios '
0,'  don\'t we all               '
0,' This is so sad  '
0,' Being sick is seriously the worst '
0,'  I think we should get a code for a free month We have waited for this for months So disappointed as you can imagine '
0,' so much things are easier said than done '
0,'   So because I\'m 6\'0 225 I\'d have to pay $500USD for a decent chair Guess I\'m stuck with the crap $50 chair + pillows '
0,'  Memon Okay '
0,'  come back to Mexico '
0,'  that sad in a way as we are wishing a week of our life away  but know what you mean xx'
0,'   gellygels I\'ll whatsapp her '
0,'   deadbeat   for the current generation coding is the only well-paying job so they do it & hate it '
0,'  right  the last two episodes of season 5 were surprising af  Have you watched the new episode'
0,'  my little sister  is having that very problem '
0,' Braiden is so cute n sweet '
0,' When did this happen to email  '
0,'  I showed her and she thought it was cute too STRLAUGH Can\'t you add a teleport feature '
0,' Lmfao Lemme stop '
0,' Is there a trick to making water boil faster I just wanna make a big ol pile of macaroni  thehungerisreal'
0,' Waited for an  tour for ages and now I can\'t decide which day to go how can I choose from the albums '
0,' Just got dissed by an Egg DanaWhiteStyle  '
0,' thank uu  ?? '
0,'   got no meringues'
0,' Before the match line up might as well share this with you Only have 3 injuries as it stands but I miss Sahin  '
0,' So sad  RIP ?? '
0,' Someone save me my co worker quit and I\'m having to work so much more '
0,' Help How do you sign up to meet  I\'ve been looking on their website and can\'t find anything  danandshay'
0,' i miss my angel mahila i hope she is alright  love you'
0,'  no they\'re not '
0,'  mm Are you okay '
0,' still really really want a dog '
0,' Go away  '
0,' Jackson looked so tired in his airport previews  I hope he\'s resting now'
0,' Well it seems April showers have become autumn dampness and cold where are the blue skies '
0,' soo sad im not going to jb tonight '
0,' i have a headache '
0,'  I miss talking to you  I was so shy and nervous ??'
0,' I hate human diseases '
0,'  not using preconfigured AMIs for this unfortunately wanted that got a \"no\" otherwise i wouldn\'t be in this predicament '
0,'   I\'m actually going to complain '
0,'  sugiru OH BB  <33'
0,'  PLEASECOME TO BRAZILPLEASE  McFlyAnthology'
0,' Prom shopping is kinda the worst '
0,'   nope '
0,' gross gore return needed '
0,'  rc I miss u '
0,' SOS there\'s no Kroger chocolate milk at my house '
0,'  that is as  but thanks for the reply'
0,'    neither have K-On so it doesn\'t matter '
0,'   Oh So not a good match '
0,' ha maybe she is right nobody will ever date me '
0,'   I will never be ironic again  I\'m sorry '
0,' always easily forgotten '
0,' And now I\'m sad '
0,'   back in the glory days i had like 900 followers'
0,'  I\'m at school that\'s why '
0,'  but where to buy if you live in germany online isn´t possible as I know '
0,'  please follow me '
0,'  Thugg I\'m in class munching on what\'s left from the food lol '
0,'  So glad he\'s getting a break but I miss him loads '
0,'  YO IM FRENCH '
0,'  Deathope  <3 pls don\'t think it\'s ur fault though'
0,'  annej no  lol'
0,' Nothing can help me gain weight I\'ve lost all hope  '
0,' Hope I\'m not missing anything on Twitter today Can\'t get on via wi-fi or my browser '
0,'  gutted can\'t do three nights when no venues are in North East '
0,'  stoop '
0,'  car44  Diggiediego  12 you ditch me '
0,'  I don\'t know   need to find it'
0,'  Deathope I\'m very sorry '
0,' I want boobs '
0,' Miss being libero and I miss my hitters  '
0,' So basically they want it to be kept alive  Interestingly UoH was not ready to take back suspensions since the '
0,' I miss you by '
0,' i\'m sorry i love you you know i do  '
0,' Coughing so much I\'ve given myself a headache '
0,' cuute  '
0,'   ok well if you guys could make it known when it does come to fruition it would be greatly appreciated'
0,'  that sucks  is there anyone u can call'
0,' you\'re one of my fav people tbh and i wish we talked more often  oh and i can never forget ?? STRLAUGH ily'
0,'  i want to pet tutu so bad    and then run away with her in tow'
0,'  Hi Matt oh dear  What issues are you having with it exactly Have you tried doing a back up and restore'
0,' I\'ve been on vacation mode for too long now '
0,'  thank you so much baby'
0,' Tarea  '
0,'  no i miss you a lot '
0,'  and whats the point on having 1 500 less possible subscribers when purchasing a monthly plan We have to double upgrade then '
0,' I want a pet bunny '
0,'  I don\'t believe you '
0,' No stalkers allowed zone  '
0,' I need a shoulder massage '
0,'  smh I\'ll make sure at your funeral that all your loved ones know you picked dying over eating ass & being with them longer '
0,'  people don\'t like to be lumped in a group with terrible people who do stupid things It\'s a hard knee jerk reaction to avoid '
0,'  why are you always having tweet spree when I have to go to sleep  its late in Sweden '
0,'  burker maybe I should switch '
0,' ian and anthony look 12 im '
0,' i really hate being sick '
0,'  true '
0,' does anyone wanna give me their wifi '
0,'  this shit happens to me on a daily basis so I understand  its not fair'
0,' i wish i wasn\'t such a wuss when it came to shots bc if I would\'ve gotten the steroid shot I would be feeling hella better already '
0,' the way i was before i\'m not her anymore '
0,' A meal in a glass Lookin delish Wish I was there but 900 miles keep us apart  '
0,'  What about us outside of the U S '
0,'   i\'m glad she was nice ;; i\'m sorry its so difficult to go through  you\'re very brave'
0,'  its worse when utubers promote not going outside and self hate culture but they profit off it so its never gonna change '
0,' 1303 just loml i waited for so long to meet u again and we finally did i\'m sure that u saw how happy i was but now i miss u again  love u'
0,'  Damn 25 is old RIP dreams '
0,' Why does  Lee always ignore me '
0,'  CH23  is it not connecting at all or is it just me'
0,' I hate school I hate Monday I hate that spring brake is over '
0,' Can  go out with me pLEASE I really love him so much '
0,' im acc so sad tonight i love arin to pieces '
0,'  So many things do that '
0,'  wish the services didn\'t have these exclusivity options w artist Back in the CD age i could go anywhere to get a new CD '
0,' Someone is mad that i chased him for 100 blocks  '
0,' happy bday  ?? miss u '
0,'  why would u steal him off me   cxtforth'
0,'  baby im delicate i wanna marry you  please just hold me forever renovations exhausted relaxed slowdown'
0,' Cant believe I read this entire shit to find some bullshit about religion I didn\'t come to Twitter to find God >  '
0,'  kx I want you to as well '
0,'    hits unlike button  museumswearjar museumhour'
0,' im actually crying real tears right now i\'m so EMOTIONAL these radio shows were a constant and i\'m so sad it\'s over '
0,' I have to get all my runes and bagels back now to '
0,' missing my baby  '
0,' My balloon popped '
0,'  What are you doing to me - Sky Atlantic HD is literally the only channel on my sky box that\'s down  GameofThrones'
0,'  decker Ohh don\'t say that i\'m heading there next week '
0,' feel terrible for cersei '
0,'  x5 me too omg i bought the 35T instead bc it sold out right when i was putting my card number it '
0,'  apparently there\'s only 400 left and I can\'t get any bv I have no idea when I\'ll be paid '
0,'  You are going to make us all cry  '
0,' you know you\'re short when your feet barely touch the ground when sitting and you can swing your legs under your chair '
0,'  when are u coming to the uk '
0,'  Sadly I think you may be right '
0,' i want to dance skateboard and get back to playing the piano and like i have no time '
0,'  i love you tom but im so sad what about brazil '
0,'  Liam Payne i love you '
0,' you know you need more Twitter followers when your bomb threat has no affect on school  '
0,'     But I like you Robbie '
0,'  don\'t worry it\'s coming have to catch you off guard fam damnn so you don\'t like my Lexus '
0,' Can it be 6 now please I want to go train '
0,'  me unless you ran out '
0,' I guess since i haven\'t uploaded in a while you can watch my latest video No Okay i\'ll go fuck myself  https //t co/1IYTkkUJSI'
0,' stop  '
0,'   EMD Outlet App isn\'t working for anyone I know and want to add to my account and the achievements '
0,'  I want love live back Fuck you iPhone'
0,' Saw the words -new album - Frank and my heart a lil dance but it wasn\'t Ocean '
0,' date mee   '
0,'    TOM  But really its nothing Its acutally about math '
0,'  Honey Not vegan then '
0,'  I wanna meet you so bad '
0,' But that means I have to get better by June  I was thinking like November I could get half better by then not June  mcfly help'
0,'  dang man  I didn\'t even know about it lol'
0,' If anyone knows how to use templates on photoshop to use for ur own custum made thumbnail please let me know I\'m still new to PS '
0,'  are u sure they did aa i feel bad for u jackie '
0,' RIP phone '
0,'  the other day he said ur prettier than me and sav '
0,' 22 hug Tristan one day'
0,'    well this is more of the size for a 6 yr old  Far too small for our 9yr old tester But good stuff'
0,' tfw you don\'t have any selfies for selfie time '
0,' I finished hemlock grove '
0,'  my mum keeps sending me photos I\'m so jealous '
0,' Generally fond of  but started to get annoyed 25 days waiting for a response on an enquiry despite multiple follow ups '
0,' Logging outta twitter for a while as in till exams finish i NEED to study '
0,'  sad life '
0,'  nope '
0,'  I\'m sorry but we can\'t be friends anymore and I\'m also unfollowing you '
0,' Adverts  GoTAtlantic'
0,'  I\'ve had converse in the past that have lasted ages - one month in and very disappointed '
0,' Lost one of my earrings '
0,' *Por carpegna  '
0,'  Not much anymore after last night '
0,'  muradali why you so obsessed with roasting me Tf '
0,'  Sway im a burger without stock '
0,' Now every time I go to Starbucks I think ab math '
0,'   honestly so have we but you keep saying the same thing '
0,'  TheHum  hopefully it\'s the exam related stress talking'
0,' THIS IS SO BEAUTIFUL  '
0,'  hello We need help '
0,'  last year I deployed with   this year won\'t be the same'
0,'  Cookie true I really hope this doesn\'t discourage shinee from touring the states '
0,'   omfg?ii honestly thought that said\"booty\"  her body isn\'t trash'
0,'  asad too bad '
0,'   Anyone who bashed the White Sox for not signing Upton was beyond dumb Fowler on other hand '
0,'  - my literal sunshine his smile lights up my life even in the darkest times i love him so much '
0,' why isn\'t 30 seconds to mars relevant anymore > '
0,' if my little cousin gets a pug before i do i will cry bc pugs are my little babies '
0,' Daym ima miss that readers power feel like a clueless peasant now '
0,' I just want us to find the next Cunningham '
0,'  I don\'t see an alternative she\'s so stressed love her '
0,' fuck sake i was going to get blue ruin as part of my bday but the shipping costs more than the dye itself so that\'s not happening '
0,' i\'m so cold '
0,'  MISSING THIS '
0,'  oh well tysm '
0,' Last line got me  '
0,' \"i wanna watch my caillou  \" - this adorable little black girl next to me'
0,'  jope '
0,'  FeelsBadMan what are we going to do with our depressed self '
0,'  ikr  the motion in the ocean/wonderland night tho?'
0,'  I had this happen omw to Germany 45 minutes to screen 2 bags with cards They separated the bags to screen individually '
0,'  was hoping he was retiring affective immediately '
0,' i wanna meet you  '
0,' no one ever speaks to me outside of school I\'m like the loneliest person ever '
0,' come back baby pls cause we belong together  '
0,' I love being happy but also hate smiling all the time bc my smile lines are so ugly '
0,'  ow i hope you feel better '
0,'  sucks when it\'s too much to fit it next to a regular work schedule but too little to ditch the awful job '
0,'  I need a hug '
0,'   Oh no What is it Hope you\'re out quickly '
0,' I never thought I\'d live to see the day where I might find detailed writing distracting  WhatsWrongWithMe'
0,'  they might '
0,'  i got sick again  if you give me your mailing address i can write you'
0,'  driving back home from   '
0,' i can\'t even enjoy it anymore because they feel the need to find a way to read my tweets after I told them I want it private '
0,' Such a horrible pain '
0,' He\'s the ugly duckling '
0,'  so in short 80\% of the drivers out there '
0,'  don\'t  gutted I missed it'
0,'  No baby girl  sorry Get me cheese burger'
0,'  WTFF I feel so trash rn '
0,' Really wish I could start cosmetology school now but I have to get a second job instead '
0,' this is so cute  '
0,' O ALI as take me back to you '
0,' i wish i was still going to prom '
0,' when u try taking a selfie but ur cat wants all the attention  '
0,' Can\'t even talk about it '
0,' its been 2 months since i\'ve met my internet friends  '
0,' It\'s just not gonna be the same '
0,'  follow me here fatass i dont use the old account anymore > '
0,' I miss my fish tank '
0,' No Newcastle though  '
0,'  i miss you '
0,' Maybe I should turn off my music I seriously stare passionately at a random space when I\'m feeling my song too damn much Damn  in10se'
0,' i don\'t think my blog post will be up until tomorrow '
0,'  oCHF dont dick me '
0,'  you should consider making the art in your CD booklets all one-sided so I don\'t have to choose between two stunning photos '
0,'  i really wanna hug u babe '
0,'  that sucks '
0,' it should have trended now   ProjectHomeLiamDay '
0,' Really want a baby Elephant  ?'
0,'   Boo to him too I\'m on your side'
0,' wait was that the last internet news '
0,'  this is vile '
0,' No bank account to get Starbucks= a very unhappy girl '
0,'  byte Pity there isn\'t a SPLOON brand that has Damage-Up subs bias  I\'d probably keep it and try and roll a pure on something else'
0,'  THIS IS REALLY NOT GOOD '
0,'  got a 404 error when I clicked the link '
0,'  dm me '
0,'  Who you calling boy > '
0,'  OMAM  you\'re upset bcs you\'ll only see them once I won\'t see them at all '
0,' I want to cop drake and future tickets but idk if i\'ll be here for summer '
0,'   Lovely I wish I could make it but I can\'t  oldhamhour'
0,' I miss being able to play full-blown custom music in Mabinogi '
0,' Bette  why u gotta fall out of love with Tina'
0,' Really hard to do anything involving my eyes during hay fever season '
0,'  aww  one of my cats dying of the same Sometimes it\'s just bad genetic luck /'
0,'  Sorry  Jangler wont happen again '
0,' if you dont see me on telegram rn its bc its down for european users '
0,'  I\'m sick  I\'ve an earache and my heartbeat is really fast and I feel out of breath woo fun'
0,'  we cant watch you open packs  feelsbadman'
0,' It didn\'t even have feathers and you could see its veins '
0,'  seb I\'m sick '
0,' I really can\'t wait for bestie to comeback I hope they get lots of love I don\'t want them disbanding due to not being popular enough '
0,'  do you remember this my fav ep omg i really miss Violet  ily ? '
0,'  feel better i love you '
0,'   smile you\'re amazing'
0,'  Our stores have a strict delivery radius to ensure all of our pizzas arrive piping hot Are you unable to collect '
0,' she\'s so pretty ofc '
0,' i ran out of chips '
0,'  you are andy  ?'
0,'  I would but no $$ '
0,' Snapchat won\'t let me post videos on my story '
0,' all tho she love go pan har fool fool phone '
0,'  not this year '
0,' I was afraid this was the answer  '
0,' a lizzie  '
0,' telegram is down This is not good at all '
0,' Arghh 30mins sorting  order to be told Waitrose Sudbury store is unavailable for click and collect No order placed '
0,' The look on his face  I feel so bad '
0,'  my phone\'s dead  i\'ll charge it nd check once it\'s on'
0,'  THEY ARE SO TINY AND >  IT MAKES ME DIE'
0,'  wheres my reply boo '
0,' Imagine there was any good new series  chucked it'
0,' Will be missed so much on the topps app and twitter  thanks for the great times  ?????? '
0,'  pup *cuddles* you okays puppy '
0,' Okay this makes me a little sad '
0,' So much happiness would come into my life if I got a pug '
0,'  you  But the cause of the blast isn\'t known yet too early to speculate We have a lot of enemies in the region though'
0,'  The only fucking answer boy > '
0,'  gotta stop opening links on stream Not worth risking permaban '
0,' Wanna go to Cali for my birthday '
0,' Can I kiss his face  '
0,'   edwin wey you just butthurt you haven\'t been able to smoke with me huh '
0,'   Now we find out what there made of'
0,'   Missing someone is made easier when we let them live on in our memories forever Prayers to you and your family Barb'
0,' I feel so bad for my coworker She lost her phone and I texted them and this is what they sent me  lol '
0,' bot If you follow me plz send to me mention Because I can\'t notice '
0,'  Down in Italy '
0,'  its weird caught me so off guard because i was thinking it was going to be just a slushy drink '
0,'   Sorry but Trump is not Reagan Not even close '
0,' Babygirl barely learned how to crawl last month and she\'s already walking all over the house '
0,' THAT WAS THE END OF INTERNET NEWS '
0,' Back to setting the alarm Damnit '
0,'  assuming it\'s Gray Graveman Bassit Hill and then Hahn/Alvarez Ok lol you\'ve answered my question No rush for Manaea '
0,' i want to meet sebastian '
0,'  26 at home '
0,' don\'t think my legs will ever grow '
0,'  I know everything got so complicated  but I\'m glad u and zo met though'
0,' Tired from work I work every day this week except wednesday  welp not too many video games and reading books this week then gamergirl'
0,' I feel terrible '
0,'  baby please don\'t sing if you aren\'t feeling well get well soon '
0,' I wanted the apple '
0,' I know '
0,' I\'ve never felt a statement on such a spiritual level I was so sad when his rap ended so quickly  '
0,'  I had to wait about a 10th of a second '
0,' Man  IS MONDAY NIGHT FOOTBALL MAN  I can\'t believe this  '
0,'  I am wondering about Brazil please ddknt forget about us '
0,'   I kinda wished she was Luna but I guess she is not because she took the chip  love te actress'
0,'  I received your DM but I can\'t reply '
0,'  buy me something '
0,'  what\'s the point though  take a whole year of Spanish just to go to Spain for 2 weeks '
0,'  Tom this is INCREDIBLE I just wish we could all go  need some money'
0,' Hate the constant feeling of not knowing what\'s gonna happen '
0,' Lil Kim was so beautiful as it was too '
0,'  is bored yet wont choose between Renault or Peugeot '
0,'  omg why '
0,'   That moment when you forgot about the final internet takeover despite setting alarms and it being tweeted'
0,' I always tear up when mitch and cam don\'t get their baby boy on modern family '
0,' i\'m actually the only one you can choose '
0,'  harrystyles s me too '
0,'  I think you hate me '
0,'  I hope so '
0,' They gave in   '
0,'  will return soon or they are already separated BigTimeReunion   '
0,' mum what happened to ur hair me '
0,'  exactly '
0,' I can trade my acc with 24k followers for niall access hmuThat\'s all I can suggest  ; trade trading free follows access'
0,'  remember Tilly and Riley '
0,' Now I want to rewatch Cruel Games '
0,' I woke up and u wasnt by my side  '
0,' So annoyed I can\'t get mcfly tickets on Friday because everyone is working '
0,' Its just not gonna be the same '
0,'  I don\'t blame you I would too >'
0,' I hate being allergic to dogs  so painful'
0,'  I stopped doing them because people would unfollow me and I stopped being really really nice bc people would get annoyed '
0,' Guys my roommate  I\'m so happy hleng'
0,' schneemann thinks I\'m shady '
0,' I have so many ideas I have started a tech channel I want to do news videos but idk an?more '
0,'  lb  poor old Domitian why not reserve one\'s ire for someone worse it\'s not like we\'re not spoilt for choice here'
0,'   me and my little sister have been watching internet takeover since the beginning and now we\'re crying '
0,' when u wanna just watch reality tv all day but u have responsibilities '
0,' bebe took my fav water bottle '
0,' She can\'t  '
0,' WeLookUpToJamesMcVey because he is an amazing person with a huge heart even if he loves to ignore me   feels '
0,' ?Ashton5SOS follow me please  I love u'
0,'  i go away on the 22nd so i just miss the manchester dates too   actually would have been so up for that'
0,' ?Ashton5SOS Calum5SOS follow me please '
0,'  info  I hope they don\'t stick the portrait posters into this ugly border set '
0,'  Well we never went '
0,'  i know What happened '
0,' I need a new iPad i still have the first one and now is falling to bits '
0,' I wish I lived in LA  '
0,' THERE WAS A DEAD BABY BIRD ON MY DRIVEWAY '
0,'  still not working here '
0,' Way to go  3rd shipment I\'ve rcvd broken/wrong/messed up U need to rethink the way you pack fragile items  '
0,'  seriously That fucking sucks '
0,'  Kay Gee NAH THALIA those are trash '
0,'  you were following me but now you\'re not '
0,' broke before my birthday lmfao great jemu loan shark '
0,'  I miss you '
0,' i hope sm pushes for her more her voice is amazing '
0,'  cosac  I almost had 1200 trophies  All goonee'
0,'  but on different nights '
0,' I tried to whoop my fat ass dog & ended up hurting my own hand '
0,' Everyone at work keeps spoiling GoT Great guys now I know there\'s a dragon gang bang Thanks a lot '
0,'  I can\'t find this on PS3 in Canada '
0,'   hope u have fun lar bear'
0,' desperately need my nails done again but I have to consider my bill for my summer course first > '
0,'   course that\'s $600/month just for the S3 storage plus another $400/download in transfer costs '
0,'   madison  I drew you '
0,' disgusting  '
0,'  I MISS YOU '
0,' No last Internet news '
0,'  //shoves onions into your eyes I guess if I record a new song I\'ll link you it then Sankyuu //^\\\\Aiko should sing 2'
0,' Can my hair hurry up and grow faster I have so many cute ways to style it  lol'
0,'     McFlyAnthologyTourWhat about Cardiff '
0,'  baby '
0,' I miss these days  '
0,' Guys does anyone have a video of Ashley\'s EX at TCC I only found one and it doesn\'t have a sound '
0,' i will '
0,'  upset '
0,' My phone is completely dead and none of my chargers are working '
0,'  Dilla  damn'
0,' This Steph Curry thing 2 weeks ayy '
0,' damn  '
0,'  I\'m too sure how much more cringing I can take man it hurts my soul '
0,' people are so mean to jihyo '
0,' Oh dear  went down again  Not a good month for you peeps hmm'
0,'  sorry '
0,' Its not the same watching mic without  '
0,' why doesn\'t anyone like pitbulls '
0,'  I love you I respect you and all my support for you All these new look are make up that\'s your life but I can\'t understand '
0,'  ugh girl '
0,' noo it\'s over '
0,'  Branden me tiene blocked '
0,'  there\'s a lot of stress involved because coach locks the door at 6 won\'t let anyone in late '
0,'  Damn Empire Live looks amazing Gutted as I\'ll be away '
0,' When someone says the like slam and they site decrepit birth as their favorite slam band  '
0,'  shit'
0,'  rj yes but he\'s dead   She could bring him back'
0,'  young stalin '
0,' I want a corgi '
0,'  that doesn\'t sound fun '
0,' internet news '
0,' I hate that i get distracted so easily that music can\'t help me when I study or do hw '
0,' I need 4 \'me\'s right now  other than that fine Miriam  MindfulMonday'
0,'  feel better soon '
0,' DONT CRY '
0,' I asked the brass band at the bierhal to play \"lili Marlene\" and they told me they only played Bavarian songs '
0,'  feel better soon issa '
0,' I want chipotle '
0,' i love u too? thank uu  '
0,'   find a cheesecake that looks like me '
0,' internet news rip '
0,'  follow me pls '
0,'  babe  I miss you so '
0,'  my mother donated $20 ?? but shes the only one '
0,'  Luke would be nicer and he would put in some '
0,' BABIES '
0,'  Bea I know  it would have been fab'
0,'   colt do you know if the movie will be put on DVD I didn\'t get to go see it in theaters '
0,' I miss everyone '
0,' Idiots make me sad '
0,'  same '
0,'  still I mean freeload in terms of the trip '
0,' Pouya is having a show with Mac Miller and it makes me happy for him but sad cause I\'ve always wanted that '
0,'   Yeah family member passed away '
0,' 3 days wasn\'t long enough  '
0,'  press u want >  I just want the white pressing '
0,' Check out my new video Somebody called the police on me  hehe '
0,'  I\'m so sad that we didn\'t manage to meet '
0,'   I hope it\'s a minor issue that can be fixed easily sending good vibes to Taffy'
0,' Which gets you little to nothing though  Yah ne They banked on oil too much Let\'s see what happens when they stabilize the economy'
0,'  COD But you\'re the best  <3'
0,' Miss youu  '
0,' Bored  '
0,'  Not for me '
0,'  I would have gone to chicago if my parents werent so strict on me  fml man Dx They should just move it to NYC and/or LA tbh'
0,'  netflix please get it bro  would be so fun'
0,' They broke my plane '
0,'  neither '
0,'  yeah over a month ago Im just uploading stuff directly from my XB1 now Not optimal though '
0,' All I did was sleep this weekend and it wasn\'t enough '
0,' I\'m having an allergic reaction to something fdsjkfnsdk '
0,' she lowkey trynna get me killed  '
0,'  nope '
0,'  Oh no '
0,' Damn I\'ve been pwned on 6 accounts  Cred ca e timpul sa folosesc parole generate aleatoriu  '
0,' We are going to concede any min now '
0,' Why is finding a new car so hard '
0,' I\'m so sad '
0,'  More than fun Still bouncing and very excited Need to finish this presentation first  Thanks for a fun cup of tea'
0,' I promise u my legs aren\'t ashy they\'re just peeling from my intense sunburn '
0,'  we should by the wings and fire him because that\'s the only way he goes this year '
0,'   Can\'t believe  would do something like this   WeStandWithKelly'
0,'  I feel you on that one  When do you get back'
0,'  kitna paki hou tum haseen haseen logoun sey I\'m so proud of you '
0,' • choi seungcheol •-deserves the world-cares so much for his members its so endearing  -DIMPLES '
0,' last Internet takeover '
0,'  yeah it just won\'t work on my tele for some reason Re set my tele and everything  sad times X'
0,' It\'s almost May and it\'s still cold outside >  Canadianprobz'
0,' hmm i didnt think i would be nervous at this point of the game against west brom  put this game to bed ffs'
0,' CHC has $4 edibles $5 preroll and $7 gram everyday Other stores think those prices should only be available once a year Not here'
0,' Nothing boils my blood more than when hot people say that they\'re ugly actual get to fuck with ur heavenly sculpted face  ??'
0,' ur so fit '
0,' Im so bored '
0,' Wants to enjoy the weather outside-but my allergies keep giving me the finger '
0,'  YES LMAO '
0,'   *cries in arab money*'
0,' We got caught at the Football match  where is my sister & Faith i have no idea there lucky '
0,' Cracked my phone screen izolo Knowing that I\'m only gonna start working in 8 months its gonna be a while '
0,' lose with INC 5  good match 16;6 first map second 16 12 /  esports GoGoQuadra <3'
