@relation 'prova-weka.filters.unsupervised.attribute.Reorder-R2,1'

@attribute text string
@attribute classPol {0,4}

@data
'  URL - wow you\'r right that is beautiful',4
' i need to catch up wit my music download time',4
' good morning welcome to formal friday charity bbq downtown at 12 00 at the old post office to support relay for life',4
'  *mwah* thank you lovely x',4
' only half a day of school before four marvelous days off',4
'  your daddy im confused soo is ur sexy friend on here',4
' is soo tired from burning midnight oil can\'t wait for bed to be delivered today will be a great day optimism counts right',4
'  i don\'t check it regularly hence the many comments and i still have over 200 unread items',4
' hi@mafiawarssecret u have secrets 2 share with me i could use the help fo shizzie',4
'  who is getting married and wow that is a nice dress where are you getting these i want',4
' wildwindart     x   more big thank you\'s',4
' wildwindart     x   more big thank you\'s',4
' followfriday  pollock sry jason       & URL',4
'  privacy`s overrated',4
' one of those things you find on a friday that just makes link clicking worth it URL nice find ',4
'  i`ll try to search again for you if it was that really important to you i`d love to help you',4
'  honoured truly thank you',4
' day college beach party first of the summer & year',4
'  good luck for your results geeza hope your pleasantly suprised',4
'  non but then don\'t really have breakfast but currently coffee',4
' today is  me tweets flood day',4
' shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow',4
' oh yeah block feel happy feel win but im not ;9',4
'  thanks for the chat nighters',4
'  thanks denise',4
'  shayde its a nice day out there so obviously i am',4
' woo finished the book quick sparknotes and i\'m good to go dare i say though i actually kinda liked the book > >',4
'  hey jamie thanks for the rt and the mention i really appreciate it ^^ loveforce followfriday jedi',4
' wicked morning run away from the heat waves',4
' says be back later bye girlkiss URL',4
' going back to bed with a family sized bar of dairy milk i just remembered i stole from  life is good',4
' finally doing a business plan thanks janelle',4
' and yeah here\'s to bonk holidays',4
' is back URL',4
' morning all beautiful day here despite the weather forecast',4
' is happy his free 3g mobile broadband modem just arrived now i can work anywhere',4
'  hi we use a very loose definition to be honest we\'re happy for anyone who considers themselves to be creative to join',4
'  STRLAUGH hope you enjoyed your birthday btw i had immense fun',4
' happy to hear you\'re happy whats new ',4
'  will my dab pick that up will have to search for it',4
'  your\'re sold out in dublin ireland already they only went on general sale today',4
' looking forward to my driving lesson',4
'  lol nope i still feel it inside c but i don\'t wanna wake my dad or my cousin up',4
' 100th tweet STRLAUGH',4
'  thanks dear i would actually prefer a solo week-end',4
' its my sis\' 17th birthday that means karaoke time',4
' shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow',4
' morning all its followfriday all ready let me have a cuppa then i\'ll do mine can\'t think yet hows everyone anyway',4
'  aww get some sleep hun napping on the couch or something you\'ve got nice stuff on your ipod to listen to <3',4
' up early tomorrow last open home goodnight',4
' is in paris for a couple of days - any suggestions we\'ll try anything once',4
' didn\'t work out am working full-time now but i started URL - take a look rt   how\'s the seo venture',4
'  i\'m fine how are you',4
' andyclemmensen shaundiviney andyclemmensen shaundiviney andyclemmensen shaundiviney andyclemmensen shaundiviney',4
' going to get dresses & do other shizz  sorry if i\'ve spammed your page again',4
'  i\'ll join you for a pint shayne',4
'  well it\'s done now relaxing and will have a wonderful weekend lol',4
'  a long lost friend not who you are thinking',4
'  hi sister nice to see you here',4
'  wallace STRLAUGH \"mew grant\" \"stray\" very funny',4
'  have you seen the schedule for the con it\'s starting to feel pretty real now',4
' sarah is germanys next topmodel 2009 she was my favourite',4
' playing the piano',4
' morningg all toast and tea for brekfast night in the museum 2 later i\'m really excited how sad',4
' shaundiviney',4
' today\'s plans vii-studying-nothiing',4
' and finally hello and a big welcome to    ',4
'  whoops nearly typed your email yay free ride in your car',4
' getting ready for toronto',4
' morning all been cleaning all morning before the kids break up from school have a nice day',4
'  hi again how\'s it going woow thanks for the mention again digger is me thank you followfriday jedi',4
' 5-4-3-2-1 goodnight',4
' just seen a multi milionaire and he has left feeling fantastic - what a job i have',4
'  STRLAUGH creepy yeah you\'r right',4
'  thank you shiv',4
' shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow',4
' getting warm here now woofer dogs both flaked out in various corners of the house making use of the cool tiled floors',4
' it\'s that time again followfriday       & ',4
' rt  oops it\'s follow friday i will remember i will remember i will remember to do it later',4
'  make sure you benefit the rest of us tweeps by uploading her picture here',4
'  have fun and don\'t upset any farmyard animals',4
' watching meet the fockers ben stiller cracks me up',4
'  get off line',4
'  i know but i don think people will need to look at your cgpa',4
'  cool will have a look thanks',4
'  awe thanks love',4
' and it\'s not just any chocolate it\'s belgian chocolate',4
'  lmao okay but seriously kill me if you want STRLAUGH',4
'  yes of course babe that would be fab you can be in my gang and hang about with me aal the time like lol',4
'  thanks i\'ve looked at their site in the past will check it out again',4
'  lenka\'s the show',4
' 3 30am is way too early to get up coffee anyone',4
'  it\'s been hard to explain why on earth this would be useful but i think it does emerge',4
' you can sit beside me when the world comes down',4
'  STRLAUGH yess add mee i\'m online coconut allergies at hotmail com',4
'  oo why are you off to grande paris',4
' just got back from grocery shopping the moon was a sliver and venus was so bright as the sky was just lightening it was beautiful',4
'  hi u have secrets 2 share with me i could use the help fo shizzie',4
' that being said yume miru kusuri complete overall it was good worth playing feel free to pirate it my fellow perverts mizaki <3',4
' so very tired must stop staying up late to read books at least i can sleep while mike takes josh to bed tonight',4
' it\'s raining miley cyrus - soon on rixfm',4
'  time to relax then stephen and gather your thoughts',4
' i love milk it tastes so good',4
' sleep next to him',4
' i\'m off to help my sister make her wedding invitations',4
' shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow',4
'  i liked your duet with cyndi lauper to be the original version of time after time',4
'  about how much did your r a dvd cost postage and everything if you don\'t mind me asking',4
'  here have something soothing URL',4
' oh my gosh i love this weather sunny hot blue sky no cloud and no wind no school to STRLAUGH its like a paradize',4
' having lunch w/@superflausch &  URL',4
'  i see our kiva tajikistan beekeeper got all his funds fingers crossed he succeeds',4
'  folish me it\'s been done recorded and podcasted STRLAUGH listen',4
' american pie the wedding time',4
' jerseys highh todayy 89 degrees',4
'  linden web design firm  is great',4
' totally playing minesweeper - woo thanks ',4
' morning    - really interested in talking to you for our twitter column in the paper - give us a shout',4
' the latest of my tattoo URL',4
' shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow',4
'  worst dream ever lol and i also hope you find exactly what you\'re looking for because when you do it\'s lovely',4
'  good morning how are you doing',4
'  hi keith just a new twitter and wanted to say \'hello\' have a great weekend',4
'  hey thanks u should come down to melbourne then it\'s the best time - plus u can chck out other mwf stuff',4
'  \"internet blog\" as opposed to the blog she projects onto the face of the moon like the bat signal perhaps',4
' is officially on weekend mode',4
'  hmm both sound like my cup of tea i love scruff and a pro blusher eh hmm tough crowd no porn for you then',4
' rt 2nite  mm ik vinnut vet maar isut hiphap van 22 tot 03 URL >> think i\'ll come&check it out',4
' glad things worked out somehow',4
' partyy at my place apparently some guys out the front said so ha',4
' rt  ooh love love this rt  the 8 irresistable principles of fun -- URL',4
'  bring me your memory stick i have tons of music for you to put you in a fantastic-sing-along-and-dance kinda mood',4
' iamdoinnothing',4
'  new york',4
' i love this place URL',4
' you bet it was i still have several atari age magazines myself rt  best game advert of all time URL',4
' picking up thistles at riverside organic in whatcroft the farm tots are here too today quite therapeutic',4
'  spear yoo',4
' big powerpoint today that i have to present im so nervous',4
'  ha ha yes and about 700 follow back so i\'d like to not have the others ya know one by one is going to take time',4
' shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow',4
' didn\'t installed microsoft office in his laptop but fear not google docs has saved his day URL',4
' hey boys and girls',4
' now twitter is on my facebook',4
'    kids thanks for the rts bedtime for me now nite nite xx',4
'  too right bb\'s a pretty big geek mind',4
' i slept with my window wiide open and the birds say good morning',4
' so like i\'m beyond confused on how i should do my hair for my senior ball tomorrow weave is not an option unless it\'s a ponytail lol',4
' i\'m hungry =/ to promote my twitter i\'m giving my first 3 00 followers a surprise present follow me and check your messages',4
'  ofemily ok yay i was like really desperate to go but everyone all said they were going prom dress shopping thank you',4
'  oh it did that last year its a love-hate relationship',4
'  <33 *-* tired i don\'t like to learn english > <',4
'  try it and see',4
' well we have had heaps of rain in brisbane like the park down the road from me was flooded im like holly shit man STRLAUGH',4
'  the kat sa nu strici nimic in casa stai cuminte si asteaptai',4
' shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow',4
'  yeap STRLAUGH i am doing karate moves lmfao keep picturing me holding lukes arm i went soo red in the face ;p',4
' rt   i flew with flybe a few days ago loved the flight reminder messages + the welcome to belfast when i got home',4
'  yes he does',4
' woke up to get a drink of water once again g\'night tweets',4
'  jessicollins hey jessi thanx ofr following me',4
'  tuesday lang thursday i have pe',4
' has a day off love it going shopping and afterwords to the gym',4
' weather\'s nice today yay',4
' well actually i\'m not so free i must clean the house',4
' meeting people for lunch',4
' a response to my survey \" \tas a buddhist monk i am unable to buy music so i listen to youtube and bbc radio3 \" wonder if he/she\'s 4 real',4
'  hey thanks for the follow nice site too will share it with our art directors',4
' haning out with homies & watching private practice season 1',4
'  grats on your new job i\'ve missed watching you since vm went off the air',4
' i don\'t wanna tempt fate but - 60 mins / 23 45 miles i *think* i just might be on the road to recovery',4
'  that requires funding',4
' had the 1 shot tequila 1 glass of choya n brut nice nice',4
'  are you going to swim',4
' cooking',4
' time to buy something and enjoy the free day',4
' shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow',4
'  sophia URL there now that\'s much better',4
'  i suggest a lozenger 4that dictionary uv swallowed theres something v engaging about reading tweets&feeling word deprived',4
' yeep im going to the beach hehe',4
' having a chicken mayo and pineapple toasted sandwich for lunch thanx ma',4
' venturing outside in the sunshine to shop listening to tori and then morrissey <- happy 50th birthday to him',4
'  lol who u tellin curls still curly && i\'m still sittin pretty',4
'   let me step in here it is trashers french fries fisher\'s popcorn and dumsers ice cream',4
' i have had schleep and plenty of it good times keep rolling',4
'  yup the special convo w/jeff timmons',4
'  gives you a nice surprise of some special and welcome spare time mr fry time is our most precious commodity x x',4
' i\'m tired but happy',4
' i can\'t front i love taking my mum shopping really i throw loadsa shit in her trolley like im 3 again',4
'  its being moving along swimmingly not an alert in site',4
' shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow',4
' igoogle seems to be surprisingly good',4
'  my guess is 23 but there\'s overlap in the last two shots in the ad so it\'s kinda hard',4
'  i can never cycle gently when out on my own - instinct is always to push hard some buzzy therapy should fix it',4
'  1982 oh tiresome night last night hardly could sleep at all how u doing going to pick my cats at ur place soon thx a lott',4
' i just bought tickets to the concert of the jb never thought i\'d wound up being so serious about that STRLAUGH whatever i\'m gonna have fun',4
'  yeh understandable if it\'s close to a train line then i can be in',4
'  itx i enjoyed that movie',4
' june 8th but whatever',4
'   jg thank you both',4
' horseriding tomorrow get to see angel my little baby and then picking up courty and going to bass <3 gabriella cilmi',4
' friends or gossipgirl i like both rachel+serena',4
'  all these nice comments you\'ll give me a big head',4
'  was that like one of those irish spring boxes which hold a single bar or something i didn\'t detect the usual associated rant',4
' suddenly this became more interesting than watching gg mhmm multiply stalking',4
'  ah i see',4
'  awesome keep it up',4
' URL love the song and the video cant stop singing this song',4
' it\'s rainy today maybe i will get around to recording some songs time goes so fast will probably end up watching movies or something',4
'  yes it will keep it positive',4
'  that was soo funny your a little bit cooler than i thought',4
'  waifu always works hard though right',4
'  hows you today and thank you for the lovely followfriday x',4
' followfriday introducing you to  she has awarded me a chrono watch for a twitter contest',4
'  are you still looking for a developer  can help',4
'  your grandmon has a good day to have birthday on',4
'  ty',4
' followfriday   ista      all have great tweets',4
' ooh i loove derby so glamorous love u katha hun now take a float',4
'  i need me one of those',4
' followfriday  coz he\'s the man and i love him apparently  because he\'s lovely and sweet',4
' wildwindart     x   more big thank you\'s',4
' peter martijn wijnia - sacrificies vast vision remix pretty much done epic',4
'  hello hello im the new fangirl',4
' home in bed in dallas tx URL',4
'  aj rafael awesome musician famous on youtube covered your song don\'t forget please watch it it\'s good URL',4
'  whyd u leave me alone but i kno why love u mr o day i feel u',4
'  thats a good thing rather than a bad thing - now you\'ve got time to relax & get coffee',4
'  STRLAUGH blasphemy you can just email me it pretty please handsome i\'ll make you ice cream',4
' i don\'t know much about art but i know what i like rt  art URL likey arty plz rt',4
'  lol agreed thanks i\'ll try to- my mobile client can\'t dm- but i\'ll see what i can do thank you',4
' now typing from bumthang in central bhutan this is known as the switzerland of bhutan i\'ve not been to switzerland so i can\'t comment',4
' i read somewhere apple\'s modus operandi enter a new market late and wipe everyone out -- very clever',4
' off to devon',4
' is going to the amusement park in cph',4
'  da ro thank you',4
'  \"thinking for a new \"songtekst\"\" STRLAUGH ask me',4
'  i am soo happy for you getting hds i knew you could do it love love xo',4
' goin to mannheim later and happy that my new headphones can be connected with my mobile it\'s so damn exciting',4
' feels like actuall death  bring me mcdonalds',4
' thanks all for the follow fridays',4
'  thanks for the follow friday i\'ll do mine in abit',4
'  will need to make that decision for you have a gr8 day',4
'   ok no more carrying laptops to evening events',4
'  you should learn outside in the volksgarten with beer music and music',4
'  aj rafael awesome musician famous on youtube covered your song don\'t forget please watch it it\'s good URL',4
'  wonder yep and long weekend is nearly here',4
' watching darkplace again quality hope it helps my unix skills',4
'  no wonder the finale was awesome everybody practiced a lot',4
' yes super cute STRLAUGH cute voice dn kainlove',4
' prom tonight it is gonna be soo much fun',4
' im a love man call me a love man otis reading',4
'  aj rafael awesome musician famous on youtube covered your song don\'t forget please watch it it\'s good URL',4
'  *waves hello* how are you',4
' is hopefully getting his permit today',4
' oh did i mention going to see little boots tonight',4
'  check the \"possibly related posts\" mabye thats how streetview rolls',4
'  apostate thanks for the followfriday',4
'  my pleasure x i love twitter - i get to google stuff for sally thomsett who\'d of thought it',4
' freebeer4affairs lol',4
' \"but somewhere we went wrong \" demi dont forget still listening to her beautiful music highly recommend it',4
' new twitter i\'m giving my new followers free katy perry ringtones get \"hot n\' cold\" and more just for following me',4
'  cool whats your work based on hun',4
'  aah that sounds mental',4
' meh driving lesson in a bit but warehouse tonight and adam tomorrow yay',4
'  aj rafael awesome musician famous on youtube covered your song don\'t forget please watch it it\'s good URL',4
'  hehe looks like required research for any movie-watching outing',4
' cannot wait to go and see the hollyoaks boys tomorrow',4
'  having a filter is overrated went without mine all week made me feel liberated',4
' havent done this in aages and omg so much to tell you',4
' now heading out the door to work wish me luck everyone i\'ll tweet to you soon',4
' traded with  this morning 3 of her rusks for 3 on air mentions of the website',4
' taking a trip down memory lane love how music reminds u of times u\'d forgotten about URL',4
'  - trying to round up my best guy friends so we come see the show later',4
' how many lightbulbs are sold in the usa each year answer in 30 minutes valuable prizes would be a good thing',4
'  whow i would buy that book which author',4
'  hey glad to meet you where in nj love that adoption pic and the idea for an adoption page on your site',4
'  then it will be great practice for each of us',4
' i love ep of one tree hill naleys second wedding',4
'  poor index right safety gloves or blunt knives',4
'  URL - i want one payday + gorgeous shirt in 6 days and counting',4
'  aj rafael awesome musician famous on youtube covered your song don\'t forget please watch it it\'s good URL',4
'  should we expect to hear a sample of that at the start of a future remix',4
' tune in next week for more followfriday',4
'  aah but you are laughing already see still waiting on your test results me kama sio alt rock or emo i\'m antinyita',4
'  yes aaw i love him so much xx',4
'  yes i was swweepy have a gr8 day',4
'  thanks for following me have a gorgeous day',4
'  aj rafael awesome musician famous on youtube covered your song don\'t forget please watch it it\'s good URL',4
'  the weather\'s not too clever here hun how\'s you today just off out to go all gooey over a friend\'s week old baby',4
' prepairing for the next clubzone boatparty valencia 13th june URL get involved tomorrow night djing at flow',4
'  sent it\'s entirely stream of consciousness though beware',4
'  i think i told you once that i want to do delhi-goa someday but i guess right now ladakh is on a higher priority',4
' music and rain perfect combination',4
' just witnessed the birth of all seasons first time seeing an actual birth of a cat',4
'  yes we can finally see you in paris can\'t wait oh i want to take you out for a nice dinner with wine just for the cliché',4
' it\'s friday an my class is having a luau party at lunch too bad work implies a lack of drinks',4
' thrilled about a feature i am having added to the soon to launch directory that will kick up the \"social\" notch a bit',4
' peter martijn wijnia - sacrifices vast vision remix pretty much done epic',4
'  aj rafael awesome musician famous on youtube covered your song don\'t forget please watch it it\'s good URL',4
' super psyched for this weekend',4
'  hope you enjoy the arrival of summer the metro nyc area is also feeling the arrival of summer',4
' glad to survive day 1',4
' it\'s subway time have a nice meal to me',4
'  thinking of you you are in my prayers lady sending you warm thoughts tons of prayers & smiles',4
' how to be a millionare suggetions welcome',4
'  are you head of media and design too lol ok at least we can work on it together',4
'  hey allison you have an amazing voice you should would have won you were my bet',4
'  good luck with that man',4
' inspired by the world\'s shortest poem here is my latest blog effort URL',4
'  STRLAUGH what are you still doing up yeah it\'s fun for grad nite i love chaperoning for it',4
' stoped playing guitar ill play more tomo now ill just listen to some music l  shaundiviney shaundiviney',4
' bashing out boring court reports but thinking of the beach this afternoon and  gig tonight',4
' whoo shirts arrived',4
'  nah he was just trying to get sympathy from you i didn\'t get a word in while he was filling me in on the last five years',4
'  cameron from the look of the photo a lot of buses',4
' nearly miss spelt  as something rude oops sorry  - nice app',4
' considering i may be the first pigeon in the world in need of mobile phone',4
' take care out there tonight its a messy and gusty one till tomorrow take care one and all',4
'  aj rafael awesome musician famous on youtube covered your song don\'t forget please watch it it\'s good URL',4
'  missed qualifying by about 3 min in march so i\'m waiting for lottery results it would be my 1st full so i\'m a little anxious',4
'  dolean i\'ll waiting you',4
' followfriday  she\'s very beautiful and she shares her cupcakes what more could a girl ask for',4
'  soliloquy cool i\'m inside',4
'  ohh you bitch lets swap i will be you ha he would prob say oh ur the girl who i almost fell on',4
' yay helped to find the bug in the gianfar driver that was causing major panics all is good now',4
' i need a fag someone come see us at james halpins',4
'  thanks for the followfriday shout out',4
' \"born to be alive\" - patrick hernandez see the video too URL',4
'  you should be down here its sunny',4
'   break was damn short and after that need to rush for typo x sorry we have it next week k',4
'  awesome nervous bout what',4
'  *fingers crossed* x',4
'  thanks joe yeah it definitely deserved a beat down',4
' shares URL chrome 2 0 URL',4
'  i not doing as well as you but i\' m awake kind of and thank you for the followfriday again x',4
' i really hate twitter i don\'t know what i\'m doing here',4
' i need to go now rest the pc my fingers my brain & my whole body goodnight in advance tweet dreams xo',4
' omj omj omj omj  we\'re going to the jonas brothers',4
'  it\'s well deserved that\'s one module down',4
'  aj rafael awesome musician famous on youtube covered your song don\'t forget please watch it it\'s good URL',4
' followfriday      cool tweeps to follow',4
' good morning tgif short workday for me then long weekend no special plans just relaxing',4
'  smitten lovely but by what',4
'  hey get you \'degree complete girl\'',4
'    i know u guys have lomo wanna see lomo fisheye in action and chiewchiew can bring all i help carry',4
' looking for the best and most cost-effective way to access twitter from a nokia phone suggestions welcome',4
'  yep yep yep',4
' its friday',4
'  you r very brave just stay calm and keep everyone occupied you\'ll make it through i\'ll pray 4 ya lol',4
' goodmorning tgif i can\'t wait till tonight  ',4
' yay i\'ve got all my tweets back again - for some reason i really do feel better now',4
' good point rt  unless your dreams involve something like serial killing/mass genocide then i\'d suggest not following them',4
' i\'ll update on twitter later im online right now come\'on lets chat',4
'  thanks',4
'  aj rafael awesome musician famous on youtube covered your song don\'t forget please watch it it\'s good URL',4
'  send java your way',4
' watching spongebob gonna watch waynes world soon',4
'  i hope you\'ll get well soon',4
' edinburgh on sunday we\'re going through about 2 in the afternoon and staying over at martynoshizzle\'s sister\'s old flat',4
' if you could change your first name to anything what would you change your name too for me either katie or maddie \'',4
' URL and this one always makes me thing of  h get a little lump in my throat',4
' innovatronix inc will have a distributor in south america soon',4
'  i\'m very well thanks',4
' ohh could life get any better',4
' phew my personal space now feels invasion free',4
' dream village 84km pledge run is now  rm13 813 thanks janet c URL URL',4
' ooh its the devon county show today maxam will be there next year to take photos devoncountyshow',4
' three weeks from today i will have more butterflies in my tummy than ever derrick will be on his way home i can\'t wait',4
'  thx i\'m just used to the \"tech\" term being more the commonly used phrase',4
' 1st ever followfriday    moyo gd luck and  for persistant recommendations thx',4
'  i edit the words of jesus mary magdalene mother mary and even higher dimensions guess i\'m a spiritual editor/translator',4
' kid cudi and drake are all im listening to right now',4
'  i follow 506 till  counted last recommend some',4
' is home for the summer but going to manger this weekend so no work',4
'  lol have fun with them hoes',4
'  kudos to $oku then i hope this is not your $oku typing again',4
'  hi and bye hun will catch ya later going to see a friend\'s week old baby aaww',4
'  you too',4
' eating sushi and dim sim after eating nutella sandwiches and a 6inchc sub from subway gosh im so fat',4
'  aj rafael awesome musician famous on youtube covered your song don\'t forget please watch it it\'s good URL',4
' is super excited for tomorrow onstage at 8 00 am',4
' last day of school wowzers original plans are a go thanks daddy',4
'  oo yeah suppa chef',4
'  espresso lounge in eldon garden it\'s lush the spoons match the cups -o',4
' chicago for the weekend',4
'  ena you will not melt down but you might have a series of close encounter meltdowns p',4
'  you woke up',4
'  aj rafael awesome musician famous on youtube covered your song don\'t forget please watch it it\'s good URL',4
' just did the math i didn\'t see my  genie win yesterday because that\'s when i was boxing w/wii sports guess it is good to exercise',4
'  ahh  was good to chat miss ya but will see ya soon',4
' good morning',4
' didn\'t play pokemon today but i\'m currently having a lovely meal with cameron and clare hi guys more pokemon tomorrow i promise',4
' found it',4
' in poznan i love holiday',4
' amazing dreams last night now all that\'s left is to make them come true',4
'  i\'m great day off time to catch up on things and no routine what about you followfriday',4
'  thanks and a big hello from denmark great finding you guys here',4
' i think i\'m actually getting sleepy it\'s working what do you feed a baby that can\'t sleep warm milk hot chocolate = same thing',4
'  wow 55k homies t\'was not so long ago you had 2k you owe  a few pints or do we for him pointing us at you',4
' hey  pls greet me lemuel and my sis liezel we\'re listening ginoandfran live > URL',4
'  aww lj is so nice',4
' rainbows are awesome',4
' lunch with the 2 funniest persons in this city',4
' good morning everyone have a wonderful and productive day headed to the office early so that i can leave early',4
' morning today looks like a good day to assist in saving lives clinical till 3 15 first plastic surgery casey this morning exciting',4
'  g\'night and thanks for the followfriday',4
' here comes the weekend dinner with ex-project team member at souled-out later at 8pm kindly remind myself strictly no drinking for me',4
'  curry with some cheap indian whisky in chunking mansion',4
'  thank you',4
' time for the beach tra',4
' rise n shine',4
' happy happy joy joy happy happy joy joy it\'s followfriday & the beginning of memorial day weekend help other peeps connect 2day',4
'  lol shaun diviney is the lead singer/guitarist of the aussie band short stack',4
' yeah no hangover and bright green shorts',4
'  bonsoir sweetness - how you going how\'s your week been im in the middle of getting ready to head out such a strange night',4
'  young sir since when did you age enough to say that i will be in lincoln in a few hours but only to buy paint fun',4
'  hey adom good man you mr twitter king',4
'  thank you for the rt',4
'  it definitely does',4
' is preparing for red bull soweto sessions - bmx boys are that &quotirty\" pretty melissa likes',4
'  cool i love you kriis',4
' it\'s very cold out there at my office lined up here are wide range of cycles promoting commute to office thro cycle',4
' il be leaving internet and my cellphone for almost 3days starting now vacation vacation',4
' done eating',4
'  aj rafael awesome musician famous on youtube covered your song don\'t forget please watch it it\'s good URL',4
' partied with my future roomy had tons of fun',4
' kala we have strange weather bank holiday monday coming up and anna vissi concert 2moro opaa ola kala',4
' rt   and u\'re extrapolating responses of arnd 150 ppl to 370mil wait till the startups who pitch to u hear abt',4
'  welcome & i will take the iq test',4
' wuhuu^^ sara wins \"germany\'s next topmodel\" i\'m soo happy she was the best',4
'  welcome to the world of tweets which i\'m kinda not familiar with yet but whatev',4
'  good lunch although they gavre me baked beans rather than green beans is it true m&s are selling everything at a 1p',4
' social media is not the answer | bnpositive\'s blog URL',4
' i have nearly 250 updates',4
'  followfriday recommend joolzdt - i am sure she will do something funny - any minute now just keep following her',4
' URL - yellow tips',4
'  i think i\'m gonna play all weekend on ps3 with my new game and maybe spend some day in the park reading a book',4
'  o wow actual news',4
'  aj rafael awesome musician famous on youtube covered your song don\'t forget please watch it it\'s good URL',4
'  okay you twitter-ninja but i called you twitter-warrior there\'s a difference =p you decide',4
' i miss my childhood friend ruth i love her so muchh i just called and her mom said shes out i cant wait to get on the line w her',4
' i like \"freefalling\" by tom petty nice song',4
'  thanks for the followfriday',4
'  ah a fellow smashingmagazine fan thanks for the links anything would be better than the current',4
' just played acey dos with step kick her butt lol - not happy but i am',4
' chilling at work cant wait to sit in the garden and have my lunch in the sun glasto 09 = amazing',4
' thanks for all those that signed up i hope you enjoyed it',4
'  you changed your name lil\' friend very pretty name',4
' bjtweetup  coming in and out this guy should be following our tweets',4
' still needs work but that\'s what i\'ll be doing later',4
'  blache *gives you two* they\'re very scrumptious',4
' can\'t wait to finish work at 2 and get a whole week off woohoo',4
' shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow',4
' rose and crown tonight come if u see joe keys give him a high five he deserves it ha',4
'  oh dear try to relax more i gotta check out those interviews have a nice & safe flight <3',4
' it\'s my last day at work today i\'m so happy',4
'  my pleasure hope to receive good service from you guys and nice to see you on twitter',4
'  thanks for the tip i\'ll try that',4
' i just wanna say that filezilla rocks if you don\'t like it install it again and try to adjust the settings i like it',4
' being dumped by my partner',4
' so much to do on a free day - - learning bio + maths and also outlines for art',4
'  i had fun katy it was seriously so amazing',4
' STRLAUGH wuhuu^^ sara wins \"germany\'s next topmodel\" i\'m soo happy she was the best',4
'  no worries i knew you weren\'t dig the guy as well',4
' in bed with my babe',4
'  i did the back of my neck my right shoulder blade and my lower back',4
'  oh good choice when you need a pick-me-up after a night on the booze',4
' ahh no humidity',4
' taking my lover 2 drill <3 step dad\'s going on his annual memorial day poker run with 1 of his harley\'s lucky ol\' man',4
' is going to see a day to remember twice this year',4
' watching spike from buffy speak in an american accent seems strange to me just used to him speaking pommy',4
'  lol you need to know mallu thara mallu and a bit of spoonerism skill to get it',4
'  baybee it\'s tomorrow night starts at 7 30 i think tickets are like a tenner it\'ll be well worth it though candy',4
'  supposed to be on an all dayer tomorrow but we\'ll see how the back holds out',4
' waiting for that reply',4
'  i said to ms waring me gusta tu gafas',4
' good morning world',4
'  hold on let me ask the all-knowing  ms  please decipher rofllmmfaopmsllollmao thanks',4
' hé non même pas   thx for followfriday',4
'  alice56 take me with you',4
'  happy birthday',4
'  cause it can always be covered or taken out for filming',4
'  thanks for considering me a dude',4
'  thanks for the rt',4
' a trainifique moment is taking place at burger king -  enjoys chili cheese',4
' so nd to call companies house and say will be trading as self-employed and not thru name tho name stays protected and mine phew',4
' it\'s friday',4
' rt  on the way to airport <<',4
' shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow shaunjumpnow',4
'  it is a good mid-morning snack',4
' yesterday was great now enjoy the free daays yay',4
' i\'m going to france',4
'  rofl i\'m loving that also my personal fave when stressed \"just stfu and do your work\"',4
'  oh ppw forgot joe is in my trolly his fro will keep milky warm xd',4
' URL  throws himself into the crowd  2 30 watch til the end worth it was an amazing concert',4
' it\'s friday that means it\'s it\'s cheese burger luncheon day',4
'  the tormented premiere was a fantastic event - loved it; well done guys especially liked the school uniform theme',4
' good morning fun friday fantastic friday flirtty friday fanny friday phenomenal friday fetish friday frends friday fuck friday',4
'  might be chippies for me',4
'      thanks guys for the followfriday mentions',4
'  any time robert',4
